Year Built,Basement Area (sqft),Living Area (sqft),Total Room,Garage Cars,Yr Sold,SalePrice,Garage,Age (years)
1958,1080,1080,5,1,2008,136000,S,50
1956,1104,1104,5,1,2008,133000,S,52
1952,720,882,4,1,2008,116000,S,56
1953,1152,1152,6,2,2008,137500,L,55
1953,984,950,5,2,2008,130000,L,55
1957,998,1790,6,2,2008,180000,L,51
1951,952,952,4,2,2008,139000,L,57
1953,773,773,4,1,2008,110000,S,55
1957,0,1764,7,1,2008,100000,S,51
1947,832,1216,6,1,2008,118500,S,61
1957,1824,1824,9,2,2008,146000,L,51
1948,0,869,3,1,2008,89900,S,60
1925,747,1159,5,1,2008,114000,S,83
1945,913,1558,6,1,2008,140000,S,63
1940,672,672,4,1,2008,86900,S,68
1922,892,1436,7,4,2008,139000,L,86
1900,0,1294,7,0,2008,106250,S,108
1962,858,1716,8,2,2008,171000,L,46
1968,912,1044,5,2,2008,139000,L,40
1958,1312,1312,6,2,2008,186000,L,50
1960,1253,1253,5,1,2008,157000,S,48
1960,1081,1081,5,1,2008,148000,S,48
1960,585,2069,9,2,2008,242000,L,48
1953,105,910,5,2,2008,116000,L,55
1951,876,876,5,2,2008,94000,L,57
1950,0,1048,7,2,2008,98300,L,58
1960,1075,1507,7,1,2008,127000,S,48
1959,1256,1256,6,1,2008,159000,S,49
1962,1027,1027,6,1,2008,125900,S,46
1960,1269,1269,6,1,2008,155000,S,48
1948,768,1320,5,2,2008,138000,L,60
1954,936,984,4,1,2008,112500,S,54
1954,832,832,4,2,2008,105500,L,54
1954,854,1278,6,1,2008,127500,S,54
1961,1800,1800,10,0,2008,130000,S,47
1955,768,1588,6,2,2008,150000,L,53
1954,825,825,4,1,2008,109500,S,54
1963,780,1796,8,2,2008,140000,L,45
1964,780,1611,7,2,2008,167900,L,44
1963,1117,1117,6,1,2008,136870,S,45
2008,192,1133,7,1,2008,143000,S,0
1925,680,764,4,2,2008,73000,L,83
1904,650,1539,8,2,2008,157500,L,104
1948,780,1323,6,2,2008,122600,L,60
1910,680,1360,6,1,2008,111000,S,98
1920,1510,2792,8,2,2008,256000,L,88
1940,672,672,4,1,2008,64000,S,68
1915,728,1456,7,1,2008,139500,S,93
1910,828,1594,9,0,2008,118000,S,98
2003,1362,2082,6,2,2008,200000,L,5
1940,801,1656,8,2,2008,119164,L,68
1920,936,1740,6,1,2008,122250,S,88
1920,931,1027,5,0,2008,120000,S,88
1940,884,1436,8,2,2008,155000,L,68
1910,481,899,5,1,2008,78000,S,98
1890,684,1080,5,0,2008,95000,S,118
1948,789,789,5,1,2008,115000,S,60
1948,924,1122,6,2,2008,147000,L,60
1946,904,1499,5,3,2008,140000,L,62
1946,407,407,3,1,2008,46500,S,62
1957,928,928,5,1,2008,112500,S,51
1954,901,901,4,1,2008,107900,S,54
1949,448,1588,6,0,2008,65000,S,59
1880,1470,3493,10,3,2008,295000,L,128
1900,797,1627,10,2,2008,139500,L,108
1915,876,1416,7,3,2008,153900,L,93
1920,624,1450,7,1,2008,132000,S,88
1916,624,1344,7,3,2008,98000,L,92
1900,346,1017,5,1,2008,114000,S,108
1920,973,2350,10,2,2008,130000,L,88
1917,735,2058,8,2,2008,129500,L,91
1905,572,1540,7,0,2008,129400,S,103
1928,689,1378,7,2,2008,161000,L,80
1905,482,1912,7,2,2008,163000,L,103
1914,742,1484,9,0,2008,128000,S,94
1872,684,2358,8,0,2008,122000,S,136
1926,572,1111,5,1,2008,116900,S,82
1893,1237,2775,9,2,2008,325000,L,115
1920,723,1086,5,2,2008,55000,L,88
1890,1313,2495,10,2,2008,184000,L,118
1959,984,984,5,1,2008,110000,S,49
1954,1050,1795,7,1,2008,131500,S,54
1956,0,882,4,1,2008,97000,S,52
1958,869,1093,5,1,2008,115500,S,50
1928,1008,1143,5,1,2008,138000,S,80
1945,672,1668,8,1,2008,108000,S,63
1930,742,935,4,1,2008,79500,S,78
1935,1024,1738,6,1,2008,153000,S,73
1924,784,784,5,0,2008,109500,S,84
1941,672,1210,6,1,2008,124000,S,67
1900,554,1290,6,1,2008,106900,S,108
1940,981,1672,6,1,2008,164900,S,68
1924,949,949,5,2,2008,119000,L,84
1929,862,1158,5,1,2008,120000,S,79
1937,825,1497,5,1,2008,157000,S,71
1939,739,1342,7,1,2008,105000,S,69
1926,992,1013,6,1,2008,113000,S,82
1920,565,1216,6,1,2008,115000,S,88
1946,.,896,4,1,2008,79000,S,62
1929,704,1136,6,1,2008,123000,S,79
1945,0,808,6,1,2008,81300,S,63
1930,1078,1573,8,2,2008,162900,L,78
1939,989,2009,7,2,2008,150000,L,69
1923,1100,1902,7,2,2008,123500,L,85
1931,952,1774,8,2,2008,129900,L,77
1920,611,1362,6,2,2008,128000,L,88
1927,520,520,4,1,2008,68500,S,81
1948,672,1285,6,1,2008,127000,S,60
1923,833,1848,8,2,2008,207000,L,85
1925,1026,1820,8,1,2008,184000,S,83
1915,810,1716,8,2,2008,162500,L,93
1940,883,1505,8,1,2008,145000,S,68
1918,816,838,5,1,2008,130000,S,90
1910,1242,1984,8,1,2008,160000,S,98
1925,588,1666,7,1,2008,161000,S,83
1910,796,1609,7,1,2008,127500,S,98
1930,768,768,4,2,2008,93850,L,78
1952,768,1536,7,1,2008,136000,S,56
1938,1272,1969,9,2,2008,141000,L,70
1915,880,1308,6,2,2008,120000,L,93
1925,1040,1040,5,2,2008,127500,L,83
1925,768,1236,6,1,2008,127000,S,83
1920,319,1406,6,0,2008,89500,S,88
1955,825,825,4,2,2008,125000,L,53
1920,901,1198,7,0,2008,79900,S,88
1912,451,759,5,2,2008,85000,L,96
1915,536,1344,8,0,2008,82375,S,93
1906,756,1469,7,1,2008,135000,S,102
1947,1046,1054,6,1,2008,124000,S,61
1968,952,1211,5,1,2008,134000,S,40
1948,720,1271,7,1,2008,135000,S,60
1959,0,1588,7,2,2008,134432,L,49
1940,644,1355,6,0,2008,127500,S,68
1963,981,1075,6,2,2008,148000,L,45
1965,1040,1040,5,1,2008,129500,S,43
1978,1008,1096,6,2,2008,157500,L,30
1966,876,904,6,1,2008,109900,S,42
1967,992,992,6,1,2008,145000,S,41
1967,894,894,5,2,2008,130000,L,41
1978,450,1034,6,2,2008,153000,L,30
1967,1073,1073,6,1,2008,120000,S,41
1984,1060,1126,5,2,2008,152000,L,24
1969,1198,1258,6,2,2008,108959,L,39
1920,1300,1140,6,2,2008,95541,L,88
1959,1006,1006,5,0,2008,80000,S,49
1966,1228,1228,6,1,2008,149350,S,42
1963,960,960,6,1,2008,144900,S,45
1956,988,1188,4,2,2008,185000,L,52
1954,1383,1383,6,1,2008,165000,S,54
1960,1602,1252,4,2,2008,235000,L,48
1958,533,1601,6,1,2008,140000,S,50
1940,672,672,4,1,2008,108000,S,68
1960,988,1721,7,2,2008,145000,L,48
1941,576,1350,6,3,2008,152400,L,67
1970,864,904,5,3,2008,144000,L,38
1996,1291,1291,6,2,2008,173000,L,12
1977,1160,2022,8,2,2008,192000,L,31
1979,1524,1524,7,2,2008,245000,L,29
1954,1385,1363,5,2,2008,241500,L,54
1954,1364,1663,6,2,2008,256000,L,54
1959,1019,1357,5,1,2008,177000,S,49
1948,570,1079,5,1,2008,125600,S,60
1953,1094,1094,5,2,2008,155000,L,55
1908,907,2358,10,2,2008,240000,L,100
1940,1580,1518,5,0,2008,260000,S,68
1918,1163,1674,8,2,2008,185000,L,90
1935,1127,2108,7,2,2008,235000,L,73
1956,1509,1509,6,1,2008,159900,S,52
1975,864,864,4,0,2008,99600,S,33
1962,621,1269,7,1,2008,134500,S,46
1900,861,1367,7,1,2008,119000,S,108
1910,1117,1347,5,0,2008,107500,S,98
1950,1164,1164,5,1,2008,125000,S,58
1924,572,1096,5,0,2008,79000,S,84
1941,616,1111,5,1,2008,95000,S,67
1990,1475,2329,10,2,2008,262280,L,18
1995,1077,2814,9,2,2008,260000,L,13
1994,1602,1626,7,2,2008,226500,L,14
1993,812,2200,9,2,2008,225000,L,15
1996,672,2037,8,2,2008,229000,L,12
2007,628,1356,6,2,2008,177439,L,1
2007,1615,1615,7,3,2008,248500,L,1
2008,2271,2276,7,3,2008,475000,L,0
2008,1751,1766,8,3,2008,395039,L,0
1993,1080,2097,9,3,2008,228000,L,15
1995,1401,1511,6,3,2008,225000,L,13
1966,1182,1643,6,2,2008,195000,L,42
1997,616,1688,8,2,2008,200000,L,11
1994,990,990,5,2,2008,155000,L,14
1995,1099,1099,6,1,2008,144000,S,13
1994,990,990,5,2,2008,145000,L,14
1997,1418,1418,5,2,2008,226001,L,11
1997,864,1771,6,2,2008,215700,L,11
2000,782,1652,6,2,2008,207500,L,8
1999,873,1790,7,2,2008,193000,L,9
1998,880,1724,8,2,2008,188000,L,10
1999,1468,1479,6,2,2008,191000,L,9
2002,1494,1494,6,2,2008,221000,L,6
2001,963,1792,7,2,2008,231500,L,7
2000,928,1823,6,2,2008,235000,L,8
2001,920,1786,6,2,2008,223500,L,7
1975,938,938,5,1,2008,130250,S,33
1977,985,985,6,1,2008,149900,S,31
1978,864,1174,5,2,2008,158000,L,30
1978,940,1026,5,2,2008,147000,L,30
1975,1076,1076,5,2,2008,143195,L,33
1975,864,1558,5,2,2008,163000,L,33
1975,924,924,5,1,2008,110000,S,33
1972,864,864,5,1,2008,127000,S,36
1972,780,780,4,1,2008,124900,S,36
2002,1777,1795,7,2,2008,230000,L,6
2002,1128,2031,7,2,2008,237000,L,6
2000,992,1865,7,3,2008,235000,L,8
2001,1257,2161,8,2,2008,230500,L,7
1999,1004,1852,7,3,2008,230000,L,9
1998,1153,2031,8,2,2008,222500,L,10
2001,1055,2263,7,2,2008,287000,L,7
2001,1357,1947,7,3,2008,274000,L,7
2002,1778,1786,6,3,2008,300000,L,6
2002,1128,2290,9,2,2008,255900,L,6
2003,884,1768,8,2,2008,224900,L,5
2003,1129,2327,9,2,2008,240000,L,5
2003,798,1640,6,2,2008,183000,L,5
1999,850,1764,7,2,2008,207000,L,9
1994,915,1908,8,2,2008,210000,L,14
2003,848,848,3,2,2008,136500,L,5
2004,848,848,3,2,2008,145000,L,4
1997,1478,1493,7,2,2008,208900,L,11
1997,1838,1838,8,3,2008,185000,L,11
2002,1536,1536,7,2,2008,214000,L,6
2003,856,1710,8,2,2008,208500,L,5
2004,1445,1445,6,2,2008,186500,L,4
2004,1436,1436,8,2,2008,210000,L,4
2004,770,1582,6,2,2008,185900,L,4
2007,1234,1234,7,2,2008,179900,L,1
2007,1564,1564,6,3,2008,218836,L,1
2007,1351,1361,6,2,2008,193000,L,1
2005,728,1456,7,2,2008,189000,L,3
2004,848,848,3,2,2008,149300,L,4
2004,848,848,3,2,2008,141000,L,4
2004,848,848,3,2,2008,149000,L,4
2004,848,848,4,2,2008,144500,L,4
1910,796,796,4,0,2008,85000,S,98
1900,1272,2200,9,0,2008,145900,S,108
1966,1092,1092,6,1,2008,123000,S,42
1965,1256,1256,6,1,2008,147500,S,43
1976,456,1033,6,2,2008,165000,L,32
1976,1127,1127,6,2,2008,135000,L,32
1940,996,996,6,0,2008,108000,S,68
1972,1138,1181,6,2,2008,137500,L,36
2003,746,1656,7,2,2008,165400,L,5
1977,1029,1117,6,2,2008,147000,L,31
1976,684,1398,6,2,2008,160500,L,32
2005,1132,1132,5,2,2008,176000,L,3
1959,0,3820,11,2,2008,284700,L,49
2005,547,1072,5,2,2008,148000,L,3
1955,0,1152,6,0,2008,82000,S,53
1955,0,1152,6,0,2008,82000,S,53
1955,1440,1440,8,0,2008,118000,S,53
1955,0,1152,6,0,2008,82500,S,53
1955,784,784,4,0,2008,91900,S,53
1938,585,1053,5,0,2008,120000,S,70
1947,0,1137,8,0,2008,96000,S,61
1953,911,930,5,1,2008,99000,S,55
1946,768,1200,6,1,2008,130500,S,62
1954,941,1470,7,1,2008,135000,S,54
1955,816,1393,8,1,2008,135500,S,53
1954,416,1204,6,1,2008,100000,S,54
1923,949,1292,6,1,2008,108000,S,85
1925,864,864,5,0,2008,98000,S,83
1914,864,864,5,0,2008,67000,S,94
1912,780,1716,9,0,2008,135900,S,96
1925,672,1482,7,1,2008,140000,S,83
1939,720,2192,8,1,2008,179500,S,69
1925,1181,1694,7,2,2008,136500,L,83
1921,1228,1424,7,1,2008,168000,S,87
1911,940,1964,7,0,2008,130000,S,97
1921,612,2601,8,2,2008,189000,L,87
1930,960,1920,10,2,2008,161900,L,78
1926,644,1316,6,1,2008,145000,S,82
1922,588,2555,11,2,2008,191000,L,86
1915,840,1680,8,1,2008,177000,S,93
1914,676,1264,6,2,2008,147500,L,94
1930,768,790,4,1,2008,91000,S,78
1925,798,1512,7,1,2008,231000,S,83
1936,1064,1639,6,1,2008,115000,S,72
1923,784,1603,7,2,2008,138000,L,85
1931,776,1502,6,1,2008,149000,S,77
1934,715,1660,6,1,2008,188700,S,74
1937,942,1938,7,1,2008,198000,S,71
1938,884,1374,6,1,2008,110000,S,70
1951,1091,1091,5,1,2008,104000,S,57
1935,608,1873,9,2,2008,257076,L,73
1935,728,3447,11,3,2008,381000,L,73
1939,798,1954,8,2,2008,311500,L,69
1950,832,2161,8,2,2008,263400,L,58
1956,1898,1898,7,2,2008,236500,L,52
1954,1296,1640,7,2,2008,224000,L,54
1980,516,1032,5,2,2008,116500,L,28
1980,716,1556,6,2,2008,151000,L,28
1926,894,919,5,1,2008,126000,S,82
1940,720,1090,5,1,2008,120000,S,68
1922,796,796,5,0,2008,55000,S,86
1930,816,816,5,1,2008,120500,S,78
1940,740,778,4,1,2008,120500,S,68
1930,780,1200,7,0,2008,119000,S,78
1967,624,1656,7,1,2008,126000,S,41
1930,520,912,5,1,2008,99500,S,78
1958,1151,1955,7,1,2008,165500,S,50
1952,0,733,4,2,2008,13100,L,56
1895,173,1361,6,1,2008,89000,S,113
1920,649,1317,6,1,2008,40000,S,88
1910,356,1049,5,1,2008,80900,S,98
1935,894,894,6,3,2008,81000,L,73
1920,592,864,5,1,2008,65000,S,88
2008,1600,1652,5,2,2008,392500,L,0
2007,1596,1648,5,2,2008,294464,L,1
2004,1594,1646,5,2,2008,250000,L,4
2004,1594,1646,5,2,2008,275000,L,4
1996,1840,2032,7,3,2008,300000,L,12
2002,1568,1689,7,3,2008,271000,L,6
1996,910,1820,8,3,2008,213000,L,12
1977,1096,1118,6,1,2008,171000,S,31
1977,1196,1279,6,2,2008,171500,L,31
1976,0,1872,8,2,2008,100000,L,32
1991,1680,1689,6,2,2008,228500,L,17
1965,1499,1786,7,2,2008,228950,L,43
1986,1277,1501,6,2,2008,241500,L,22
1976,1565,2898,10,2,2008,287000,L,32
2006,1518,1537,8,3,2008,294000,L,2
2007,1638,1646,7,3,2008,293077,L,1
2007,920,1780,6,2,2008,264966,L,1
2006,352,1442,6,2,2008,172500,L,2
2006,384,1394,7,2,2008,167500,L,2
2008,796,1612,6,3,2008,218689,L,0
1989,1495,1495,8,2,2008,150000,L,19
1986,1606,1651,7,2,2008,184000,L,22
1986,1256,1256,6,2,2008,180000,L,22
1988,1461,1509,5,2,2008,175000,L,20
2003,1432,1440,7,2,2008,232500,L,5
1999,1666,1675,6,2,2008,195000,L,9
2003,1482,2262,10,3,2008,305000,L,5
2007,1884,1728,7,2,2008,298751,L,1
2005,1964,1964,7,3,2008,370000,L,3
1997,1344,1344,8,4,2008,209200,L,11
1997,1344,1344,8,4,2008,206300,L,11
2007,1092,1092,5,0,2008,146000,S,1
1997,1189,1189,4,2,2008,160500,L,11
1964,1200,1200,6,3,2008,173000,L,44
1975,1040,1040,6,2,2008,124000,L,33
1976,264,1304,4,1,2008,115000,S,32
1976,550,1475,6,1,2008,129500,S,32
1973,526,988,5,1,2008,105000,S,35
1973,462,988,4,1,2008,94900,S,35
1968,1113,1160,6,1,2008,152500,S,40
1970,546,1092,6,0,2008,98000,S,38
1972,630,630,3,0,2008,81000,S,36
1954,988,988,4,2,2008,113000,L,54
1983,816,816,4,1,2008,128500,S,25
1984,876,923,5,1,2008,119500,S,24
1982,816,816,5,1,2008,130500,S,26
1982,816,816,4,2,2008,138000,L,26
1982,845,845,6,1,2008,134500,S,26
1940,983,1750,7,1,2008,160000,S,68
1984,864,889,6,2,2008,137500,L,24
1969,784,1968,7,2,2008,172000,L,39
1900,686,1836,7,1,2008,103000,S,108
1971,1587,1587,7,2,2007,167300,L,36
1970,1277,1277,5,2,2007,167000,L,37
1973,2223,2223,8,2,2007,244000,L,34
1970,2217,2217,8,2,2007,268000,L,37
2003,847,1733,7,2,2007,225000,L,4
1995,806,1572,7,2,2007,168000,L,12
1997,794,1470,6,2,2007,177000,L,10
1997,916,1600,7,2,2007,169000,L,10
1997,384,1384,7,2,2007,161500,L,10
2000,1494,1652,6,2,2007,251000,L,7
1994,392,1694,7,2,2007,160000,L,13
1999,923,1714,7,2,2007,180000,L,8
1996,691,1553,6,2,2007,178750,L,11
1995,1237,1253,6,2,2007,176000,L,12
1999,938,2299,7,2,2007,204000,L,8
1992,1168,1187,6,2,2007,160000,L,15
1991,384,1472,7,2,2007,160000,L,16
1992,384,1482,7,2,2007,163900,L,15
1993,903,1642,7,2,2007,168000,L,14
1964,1302,1128,6,2,2007,154204,L,43
1986,1074,1088,5,2,2007,170000,L,21
1984,1190,2090,6,2,2007,207500,L,23
1988,1166,1179,5,2,2007,182000,L,19
1990,1312,1321,4,2,2007,212000,L,17
2005,1922,1922,8,3,2007,377426,L,2
2005,1149,2541,10,3,2007,349265,L,2
2006,2660,2338,8,3,2007,591587,L,1
1969,1100,1424,7,3,2007,155000,L,38
2006,1612,1612,6,2,2007,319900,L,1
2007,1419,1419,7,2,2007,392000,L,0
2006,2220,2234,7,2,2007,441929,L,1
2006,1742,2042,8,3,2007,455000,L,1
1981,1440,1440,7,2,2007,182900,L,26
1984,1284,1284,5,2,2007,174000,L,23
1984,585,1868,7,2,2007,178000,L,23
1981,725,1479,6,2,2007,176000,L,26
1978,1529,1664,7,2,2007,213000,L,29
1979,780,1930,9,2,2007,192000,L,28
1977,808,1969,8,2,2007,190000,L,30
1976,848,2030,8,2,2007,195000,L,31
1978,1032,1032,6,2,2007,148000,L,29
1984,1153,1177,6,2,2007,151500,L,23
1979,539,1725,6,2,2007,197000,L,28
1979,1259,1353,5,2,2007,192350,L,28
1969,780,1620,7,2,2007,152000,L,38
1971,1625,1220,6,2,2007,170000,L,36
1971,1484,1484,7,2,2007,175000,L,36
1968,702,1743,7,2,2007,175000,L,39
1976,793,1935,7,2,2007,197900,L,31
1976,1228,1324,5,2,2007,174000,L,31
1974,1084,1877,8,2,2007,178900,L,33
1971,372,1109,5,1,2007,139000,S,36
1971,981,981,5,2,2007,143250,L,36
1972,725,1479,7,2,2007,184000,L,35
1970,925,1422,7,2,2007,155000,L,37
1970,914,914,5,1,2007,133000,S,37
1971,950,950,5,1,2007,119500,S,36
1971,858,872,5,4,2007,123000,L,36
1971,858,858,4,1,2007,110000,S,36
1961,914,914,4,1,2007,128000,S,46
1971,864,864,5,2,2007,120500,L,36
1998,723,767,4,1,2007,133000,S,9
2001,1337,1337,5,2,2007,155000,L,6
1997,1405,1337,5,2,2007,177000,L,10
1973,525,1092,6,1,2007,113500,S,34
1973,672,1218,7,1,2007,113000,S,34
1973,672,1218,7,1,2007,113700,S,34
1970,630,1302,6,2,2007,106000,L,37
1971,765,1365,6,2,2007,122500,L,36
1976,1078,958,5,2,2007,128000,L,31
1976,804,1548,7,2,2007,155000,L,31
1978,1061,1055,4,1,2007,142500,S,29
1966,988,988,5,1,2007,129250,S,41
2006,1790,1816,7,3,2007,356000,L,1
2007,1822,1828,9,3,2007,314813,L,0
2007,1694,1694,7,3,2007,318000,L,0
2006,1694,1694,7,3,2007,322400,L,1
2007,1734,1734,7,3,2007,318000,L,0
2007,2108,2122,7,3,2007,345474,L,0
2006,2121,2121,8,3,2007,415298,L,1
2007,1934,2656,8,3,2007,492000,L,0
2006,1108,2550,11,3,2007,338931,L,1
2005,1994,2046,7,3,2007,450000,L,2
2006,1063,2172,9,3,2007,280000,L,1
2007,2552,2552,8,3,2007,479069,L,0
2006,1935,1973,9,3,2007,395000,L,1
2006,2153,2643,9,3,2007,380000,L,1
2006,1626,1634,7,3,2007,250000,L,1
2006,1976,1976,7,3,2007,440000,L,1
2005,1704,2758,9,3,2007,418000,L,2
2007,2320,2290,7,3,2007,500067,L,0
2007,1582,2152,7,2,2007,260116,L,0
2004,1143,2473,9,3,2007,317000,L,3
2007,918,2100,8,3,2007,319500,L,0
2007,1582,2161,8,3,2007,325624,L,0
2006,1802,1802,7,3,2007,372000,L,1
2004,1706,2956,11,3,2007,342000,L,3
2004,1136,2468,10,3,2007,354000,L,3
2003,1317,2385,7,3,2007,350000,L,4
2003,1181,2374,10,3,2007,285000,L,4
2007,895,1818,8,3,2007,281500,L,0
2005,1614,1614,7,3,2007,245700,L,2
2005,1721,1721,7,2,2007,232698,L,2
2006,1298,1828,7,3,2007,250000,L,1
2005,1362,1362,6,2,2007,194700,L,2
2005,1302,1302,5,2,2007,204000,L,2
2005,1302,1302,5,2,2007,200000,L,2
2005,1362,1362,6,2,2007,207000,L,2
2006,1554,1554,6,2,2007,209500,L,1
2006,1554,1554,6,2,2007,209500,L,1
2006,1370,1370,6,2,2007,202500,L,1
2005,1577,1577,6,2,2007,280000,L,2
2005,1561,1561,6,2,2007,277500,L,2
2007,1869,1869,6,2,2007,318061,L,0
2006,1324,1324,6,2,2007,221370,L,1
2003,1405,1405,6,2,2007,200000,L,4
2007,768,1496,7,2,2007,181755,L,0
2005,768,1536,6,2,2007,176000,L,2
2005,783,1484,8,2,2007,178900,L,2
2006,608,1458,6,2,2007,168165,L,1
2006,738,1495,7,2,2007,171925,L,1
2006,698,1746,6,3,2007,198444,L,1
2005,1326,1326,6,2,2007,203000,L,2
2007,728,1456,8,2,2007,179540,L,0
2007,1302,1302,6,2,2007,176485,L,0
2007,1340,1340,6,2,2007,181134,L,0
2006,616,1412,6,2,2007,156932,L,1
2007,752,1504,6,2,2007,166000,L,0
2007,728,1456,7,2,2007,177594,L,0
2007,1246,1258,6,2,2007,173500,L,0
2006,1258,1258,6,3,2007,172500,L,1
2006,1258,1402,7,3,2007,194201,L,1
2003,1406,1589,7,3,2007,226500,L,4
2007,1266,1266,6,2,2007,185485,L,0
2004,1530,1530,7,3,2007,259000,L,3
2004,835,1119,5,2,2007,188500,L,3
2004,384,1374,8,2,2007,175000,L,3
2004,847,1959,8,2,2007,215000,L,3
2006,1510,1525,6,2,2007,206580,L,1
2004,840,1720,7,2,2007,183500,L,3
2003,384,1394,7,2,2007,165500,L,4
2003,847,1948,8,2,2007,211000,L,4
2000,924,1690,7,2,2007,181000,L,7
2002,854,1995,8,2,2007,219500,L,5
1999,953,1647,7,2,2007,175000,L,8
2000,384,1430,8,2,2007,170000,L,7
2003,660,1320,6,2,2007,162000,L,4
2000,915,1690,7,2,2007,187000,L,7
1999,941,1644,7,2,2007,185000,L,8
1996,2396,4476,10,3,2007,745000,L,11
1997,1779,2551,8,3,2007,384500,L,10
2000,969,2285,8,3,2007,248000,L,7
2001,2633,2633,8,3,2007,466500,L,6
1998,1408,3078,9,3,2007,410000,L,9
1998,1389,2582,9,3,2007,322500,L,9
1998,1066,2385,8,3,2007,252000,L,9
1994,2444,4316,10,3,2007,755000,L,13
1996,1117,2013,8,2,2007,269790,L,11
1996,1379,2398,8,3,2007,315750,L,11
1995,1203,2520,9,3,2007,290000,L,12
1995,1318,2531,9,3,2007,290000,L,12
1992,3200,3228,10,2,2007,430000,L,15
1992,1105,2202,9,2,2007,263000,L,15
1996,1325,2538,8,3,2007,330000,L,11
2007,1369,1369,5,2,2007,213133,L,0
2007,1542,1542,6,3,2007,260261,L,0
2006,1905,1905,8,3,2007,320000,L,1
2007,1485,1464,6,3,2007,282922,L,0
2006,1524,1534,7,2,2007,215000,L,1
2007,1966,1966,6,3,2007,419005,L,0
2006,1623,1636,8,3,2007,255000,L,1
2006,1795,1795,7,3,2007,147000,L,1
2007,1528,1528,6,2,2007,235876,L,0
2007,1726,1726,8,3,2007,311872,L,0
2007,1689,1689,7,3,2007,248328,L,0
2006,1588,1588,7,3,2007,227000,L,1
2005,1538,1538,7,2,2007,260000,L,2
2007,1496,1496,7,2,2007,225000,L,0
2005,1494,1506,7,2,2007,249000,L,2
2004,1686,1694,7,2,2007,307000,L,3
2006,982,1977,7,3,2007,250000,L,1
2006,1302,1830,7,3,2007,221300,L,1
2007,1338,1338,6,2,2007,208900,L,0
2006,1335,1335,6,2,2007,210400,L,1
2007,896,1792,8,2,2007,255000,L,0
2007,725,1588,8,2,2007,212109,L,0
2006,1088,1959,8,3,2007,270000,L,1
2007,1184,2610,11,2,2007,303477,L,0
2007,955,1880,8,3,2007,310013,L,0
2006,1656,1656,7,3,2007,249700,L,1
2007,874,1761,7,2,2007,227875,L,0
2007,1574,1584,6,2,2007,261329,L,0
2006,1685,1685,5,3,2007,253000,L,1
2004,1158,2443,9,3,2007,265000,L,3
2004,1580,2466,8,2,2007,340000,L,3
2006,1100,1100,6,0,2007,146000,S,1
2006,1143,1143,5,0,2007,147000,S,1
2003,1094,1094,6,2,2007,149000,L,4
2006,1461,1486,7,2,2007,181000,L,1
1994,928,1721,7,2,2007,201000,L,13
1993,864,1820,7,2,2007,191750,L,14
2000,1349,1349,6,2,2007,179000,L,7
1998,1482,1494,5,2,2007,215000,L,9
1992,1575,1575,5,2,2007,179200,L,15
1980,630,1266,5,1,2007,128000,S,27
1983,840,884,5,2,2007,144000,L,24
1977,0,2020,10,2,2007,144000,L,30
1977,894,894,5,1,2007,120750,S,30
1963,970,970,5,2,2007,132500,L,44
1962,1057,1057,6,2,2007,132000,L,45
1962,999,999,6,1,2007,132500,S,45
1961,1040,1120,5,2,2007,129000,L,46
1962,1140,1696,8,1,2007,143900,S,45
1968,1040,1040,5,2,2007,145000,L,39
1961,988,988,5,2,2007,128500,L,46
1967,876,902,6,1,2007,125500,S,40
1990,1223,2503,7,2,2007,300000,L,17
1974,1192,2167,9,2,2007,294000,L,33
1974,1037,1037,5,2,2007,129000,L,33
1975,1390,1701,6,2,2007,171000,L,32
1973,1044,1055,5,2,2007,147000,L,34
1990,1453,2810,9,2,2007,302000,L,17
1992,1683,2872,9,2,2007,285000,L,15
2004,1378,1378,6,2,2007,214000,L,3
2006,1141,1151,5,2,2007,166000,L,1
2006,1511,1565,5,2,2007,193800,L,1
2006,1352,1352,5,2,2007,208900,L,1
2006,1352,1352,5,2,2007,194000,L,1
2006,1550,1550,5,2,2007,207500,L,1
2006,1241,1241,4,2,2007,199900,L,1
2006,625,1250,5,2,2007,164700,L,1
1999,744,1501,6,2,2007,176500,L,8
1999,729,1458,5,2,2007,176000,L,8
2000,756,1512,4,2,2007,168500,L,7
2000,756,1573,4,2,2007,177000,L,7
2000,756,1525,5,2,2007,177000,L,7
2004,551,1102,4,2,2007,148800,L,3
1999,776,1441,5,2,2007,174000,L,8
1997,975,1950,7,2,2007,239000,L,10
1999,1339,1358,5,2,2007,204000,L,8
2003,1054,2048,8,2,2007,301000,L,4
1998,1220,2362,8,2,2007,312500,L,9
1994,1494,1494,5,2,2007,279700,L,13
1980,2002,2362,8,2,2007,255000,L,27
1978,1360,1432,5,2,2007,194000,L,29
1976,1437,1437,6,2,2007,218000,L,31
1978,1057,1295,4,2,2007,213750,L,29
1976,528,1855,7,2,2007,187000,L,31
1976,1262,1262,6,2,2007,181500,L,31
1981,2461,2497,7,2,2007,373000,L,26
1977,1361,2620,12,2,2007,190000,L,30
2001,1057,1929,7,2,2007,226000,L,6
1968,912,1152,7,2,2007,143450,L,39
1970,1008,2411,8,2,2007,240050,L,37
1969,973,1082,6,2,2007,162500,L,38
1968,1295,1295,6,2,2007,164000,L,39
1972,1124,1610,8,2,2007,185000,L,35
